timestamp,pickup,dropoff,stop,vehicle,time,date,name
2021-06-14 07:16:58,1,0,Doctor,Mette,07:15:00,2021-06-14,MS
2021-06-14 07:22:06,0,1,Parking,Mette,07:21:00,2021-06-14,MS
2021-06-14 10:55:34,1,1,Dentist,Mette,11:48:00,2021-06-14,JW
2021-06-14 15:09:11,1,0,Admin,Myao,15:07:00,2021-06-14,JR
2021-06-14 15:12:52,0,1,Lime,Myao,15:12:00,2021-06-14,JR
2021-06-15 08:15:29,1,0,Lime,Myao,08:12:00,2021-06-15,ES
2021-06-15 08:20:12,0,1,Hospital,Myao,08:18:00,2021-06-15,VG
2021-06-15 15:20:29,1,0,Admin,Motto,15:19:00,2021-06-15,JR
2021-06-15 15:24:47,0,1,Lime,Motto,15:24:00,2021-06-15,JR
2021-06-16 08:00:52,1,0,Lime,Myao,07:58:00,2021-06-16,ES
2021-06-16 08:05:26,0,1,Hospital,Myao,08:04:00,2021-06-16,ES
2021-06-16 11:08:02,1,0,Lime,Myao,11:07:00,2021-06-16,JR
2021-06-16 11:24:21,0,1,Admin,Myao,11:15:00,2021-06-16,JR
2021-06-16 13:36:48,1,0,Admin,Mette,13:07:00,2021-06-16,LA
2021-06-16 13:37:32,0,1,School,Mette,13:25:00,2021-06-16,LA
2021-06-16 15:09:43,1,0,Admin,Myao,15:08:00,2021-06-16,KP
2021-06-16 15:13:55,0,1,Lime,Myao,15:13:00,2021-06-16,KP
2021-06-16 17:16:57,1,0,Lime,Myao,17:15:00,2021-06-16,KP
2021-06-16 17:24:18,1,1,Hospital,Mette,17:00:00,2021-06-16,JW
2021-06-16 17:27:40,0,1,School,Myao,17:23:00,2021-06-16,JW
2021-06-17 10:32:33,1,0,University,Mette,10:29:00,2021-06-17,MS
2021-06-17 10:58:36,0,1,Doctor,Mette,10:57:00,2021-06-17,MS
2021-06-17 10:59:40,1,0,Lime,Mette,10:59:00,2021-06-17,HK
2021-06-17 11:15:26,0,1,Admin,Mette,11:15:00,2021-06-17,HK
2021-06-17 11:20:04,1,0,Lime,Mette,11:19:00,2021-06-17,MS
2021-06-17 11:32:06,0,1,Bus,Mette,11:31:00,2021-06-17,MS
2021-06-17 12:54:10,1,0,Dentist,Mette,12:53:00,2021-06-17,JR
2021-06-17 12:58:11,0,1,Lime,Mette,12:58:00,2021-06-17,JR
2021-06-17 13:10:24,1,0,Admin,Myao,13:07:00,2021-06-17,MV
2021-06-17 13:13:43,0,1,Lime,Myao,13:12:00,2021-06-17,MV
2021-06-17 14:02:53,1,,Lime,Mette,14:00:00,2021-06-17,MV
2021-06-17 14:09:37,,1,Hospital,Mette,14:06:00,2021-06-17,MV
2021-06-17 16:49:04,1,,Bus,Motto,16:40:00,2021-06-17,JR
2021-06-17 16:52:03,,1,Doctor,Motto,16:51:00,2021-06-17,JR
2021-06-17 16:53:10,1,,Doctor,Mette,16:52:00,2021-06-17,JR
2021-06-17 20:25:00,,1,Bus,Mette,17:03:00,2021-06-17,JR
2021-06-18 11:05:49,1,,Bus,Myao,11:05:00,2021-06-18,CM
2021-06-18 11:23:45,,1,Parking,Myao,11:16:00,2021-06-18,CM
2021-06-18 14:12:59,1,,Lime,Mette,14:10:00,2021-06-18,MN
2021-06-18 14:16:28,,1,School,Mette,14:16:00,2021-06-18,MN
2021-06-18 17:05:47,1,,Doctor,Motto,17:04:00,2021-06-18,JR
2021-06-18 17:08:13,,1,University,Motto,17:07:00,2021-06-18,JR
2021-06-21 11:26:12,1,,University,Myao,11:25:00,2021-06-21,CM
2021-06-21 11:50:34,,1,University,Myao,11:49:00,2021-06-21,CM
2021-06-21 11:51:08,1,,Lime,Mette,08:56:00,2021-06-21,CM
2021-06-21 11:51:33,,1,Bus,Mette,09:15:00,2021-06-21,CM
2021-06-21 11:52:02,1,,Doctor,Mette,09:29:00,2021-06-21,CM
2021-06-21 11:52:30,,1,Bus,Mette,09:39:00,2021-06-21,CM
2021-06-21 11:53:04,1,,Bus,Myao,10:21:00,2021-06-21,CM
2021-06-21 11:53:31,,1,Doctor,Myao,10:33:00,2021-06-21,CM
2021-06-21 15:01:25,1,,Bus,Myao,15:00:00,2021-06-21,CM
2021-06-21 15:25:32,2,,Bus,Motto,15:25:00,2021-06-21,CM
2021-06-21 15:32:06,,1,Bus,Myao,15:30:00,2021-06-21,CM
2021-06-21 15:53:34,,2,Bus,Mette,15:52:00,2021-06-21,CM
2021-06-21 16:45:22,1,,Bus,Myao,16:43:00,2021-06-21,CM
2021-06-21 17:14:40,0,1,Bus,Myao,17:14:00,2021-06-21,CM
2021-06-22 08:00:48,1,,Lime,Myao,07:59:00,2021-06-22,HK
2021-06-22 08:10:38,0,1,Hospital,Myao,08:04:00,2021-06-22,HK
2021-06-22 10:14:16,1,,Lime,Mette,10:13:00,2021-06-22,CM
2021-06-22 10:27:46,0,1,Bus,Mette,10:27:00,2021-06-22,CM
2021-06-22 11:01:39,1,0,Admin,Myao,11:02:00,2021-06-22,CM
2021-06-22 11:18:17,0,1,Bus,Myao,11:18:00,2021-06-22,CM
2021-06-22 14:17:27,2,0,Bus,Myao,14:17:00,2021-06-22,JR
2021-06-22 14:44:09,0,2,Bus,Myao,14:42:00,2021-06-22,JR
2021-06-22 15:20:23,1,0,Admin,Myao,13:17:00,2021-06-22,JR
2021-06-22 15:25:01,0,1,Lime,Myao,15:24:00,2021-06-22,JR
2021-06-22 16:20:01,1,0,Bus,Myao,16:19:00,2021-06-22,JR
2021-06-22 16:27:02,0,1,Admin,Myao,16:26:00,2021-06-22,JR
2021-06-23 10:59:49,3,0,Parking,Myao,10:58:00,2021-06-23,JR
2021-06-23 11:10:49,0,3,Bus,Myao,11:12:00,2021-06-23,JR
2021-06-23 11:37:21,2,0,Hospital,Myao,11:37:00,2021-06-23,JR
2021-06-23 11:39:50,0,2,University,Myao,11:39:00,2021-06-23,JR
2021-06-23 12:25:35,1,0,Bus,Myao,12:25:00,2021-06-23,JW
2021-06-23 12:29:58,0,1,Admin,Myao,12:29:00,2021-06-23,JW
2021-06-23 13:04:41,3,0,Lime,Mette,13:03:00,2021-06-23,KL
2021-06-23 13:10:59,0,3,Parking,Mette,13:10:00,2021-06-23,KL
2021-06-23 13:43:03,3,0,Doctor,Marble,13:41:00,2021-06-23,KP
2021-06-23 13:58:48,1,0,Admin,Myao,13:55:00,2021-06-23,KP
2021-06-23 14:08:01,0,3,Doctor,Marble,14:06:00,2021-06-23,KP
2021-06-23 14:24:23,0,1,Admin,Myao,14:22:00,2021-06-23,KP
2021-06-23 15:11:52,1,0,Dentist,Moon,15:11:00,2021-06-23,CM
2021-06-23 15:19:16,0,1,Lime,Moon,15:16:00,2021-06-23,CM
2021-06-23 17:13:57,2,0,Dentist,Motto,17:10:00,2021-06-23,CM
2021-06-23 17:33:44,0,2,Bus,Motto,17:31:00,2021-06-23,NE
2021-06-23 18:21:08,3,0,School,Motto,18:19:00,2021-06-23,NE
2021-06-23 18:47:50,0,3,School,Motto,18:44:00,2021-06-23,NE
2021-06-24 10:17:11,1,0,Doctor,Moon,10:15:00,2021-06-24,CM
2021-06-24 10:30:48,0,1,Dentist,Moon,10:30:00,2021-06-24,CM
2021-06-24 11:38:57,1,0,Admin,Myao,11:36:00,2021-06-24,MS
2021-06-24 12:48:02,2,0,Bus,Mette,12:46:00,2021-06-24,MN
2021-06-24 12:48:51,1,0,University,Motto,12:46:00,2021-06-24,ES
2021-06-24 12:53:48,0,1,School,Motto,12:50:00,2021-06-24,DN
2021-06-24 12:58:49,1,0,School,Myao,12:56:00,2021-06-24,MS
2021-06-24 13:17:56,1,0,School,Marble,13:06:00,2021-06-24,KP
2021-06-24 13:18:33,0,2,Bus,Mette,13:15:00,2021-06-24,KP
2021-06-24 13:19:10,0,1,Admin,Marble,13:14:00,2021-06-24,KP
2021-06-24 13:22:18,0,1,University,Myao,13:20:00,2021-06-24,KP
2021-06-24 13:42:48,1,0,University,Motto,13:41:00,2021-06-24,KP
2021-06-24 13:59:00,0,1,Lime,Motto,13:57:00,2021-06-24,KP
2021-06-24 16:08:37,1,0,Dentist,Myao,16:07:00,2021-06-24,JR
2021-06-24 18:44:41,1,0,University,Marble,18:43:00,2021-06-24,LA
2021-06-24 18:53:21,0,1,Bus,Myao,16:24:00,2021-06-24,JR
2021-06-24 18:54:13,1,0,University,Mette,16:30:00,2021-06-24,JR
2021-06-24 18:54:43,0,1,Bus,Mette,16:37:00,2021-06-24,JR
2021-06-24 19:04:10,0,1,Doctor,Marble,19:00:00,2021-06-24,LA
2021-06-25 10:59:33,1,0,Lime,Motto,10:58:00,2021-06-25,CM
2021-06-25 11:14:21,0,1,Bus,Motto,11:13:00,2021-06-25,JP
2021-06-25 13:16:00,1,1,Dentist,Motto,13:15:00,2021-06-25,MV
2021-06-25 13:35:04,0,1,Bus,Motto,13:30:00,2021-06-25,MV
2021-06-25 17:52:13,2,0,Lime,Motto,17:28:00,2021-06-25,VG
2021-06-25 17:52:37,0,2,Lime,Motto,17:50:00,2021-06-25,VG
2021-06-25 18:04:36,1,0,Dentist,Mette,18:02:00,2021-06-25,VG
2021-06-25 18:22:27,0,1,Bus,Mette,18:19:00,2021-06-25,VG
2021-06-25 18:28:16,1,0,University,Myao,18:26:00,2021-06-25,VG
2021-06-25 18:35:26,0,1,Bus,Myao,18:35:00,2021-06-25,VG
2021-06-25 18:56:14,1,0,Bus,Motto,18:55:00,2021-06-25,VG
2021-06-25 19:10:05,0,1,Hospital,Motto,19:07:00,2021-06-25,VG
2021-06-28 08:01:57,1,0,Lime,Marble,07:59:00,2021-06-28,JW
2021-06-28 08:07:52,0,1,Hospital,Marble,08:07:00,2021-06-28,JW
2021-06-28 09:04:40,1,0,School,Motto,09:04:00,2021-06-28,CM
2021-06-28 09:32:51,0,1,School,Motto,09:32:00,2021-06-28,CM
2021-06-28 12:39:41,1,0,Lime,Mette,12:37:00,2021-06-28,MN
2021-06-28 12:58:34,0,1,Bus,Mette,12:56:00,2021-06-28,MN
2021-06-28 15:34:01,1,0,Bus,Marble,15:32:00,2021-06-28,JR
2021-06-28 15:46:29,0,1,Lime,Marble,15:43:00,2021-06-28,JR
2021-06-28 16:27:46,1,0,Dentist,Myao,16:27:00,2021-06-28,JR
2021-06-28 17:23:56,1,0,Parking,Motto,17:20:00,2021-06-28,JR
2021-06-28 17:28:49,0,1,Doctor,Motto,17:27:00,2021-06-28,JR
2021-06-28 17:29:36,0,1,Bus,Myao,16:48:00,2021-06-28,JR
2021-06-28 18:47:48,1,0,Doctor,Motto,18:45:00,2021-06-28,FL
2021-06-28 18:54:45,0,1,School,Motto,18:52:00,2021-06-28,FL
2021-06-29 12:55:33,1,0,Lime,Motto,12:53:00,2021-06-29,KP
2021-06-29 13:18:04,0,1,Bus,Motto,13:14:00,2021-06-29,KP
2021-06-29 13:50:00,1,0,Admin,Moon,13:49:00,2021-06-29,KP
2021-06-29 13:56:55,0,1,Lime,Moon,13:55:00,2021-06-29,KP
2021-06-29 15:44:31,1,0,Parking,Mette,15:43:00,2021-06-29,JR
2021-06-29 15:57:15,0,1,Bus,Mette,15:57:00,2021-06-29,JR
2021-06-29 18:18:12,1,0,Doctor,Marble,18:16:00,2021-06-29,LA
2021-06-29 18:29:59,0,1,Bus,Marble,18:23:00,2021-06-29,LA
2021-06-29 18:49:45,1,0,Bus,Marble,18:48:00,2021-06-29,LA
2021-06-29 19:00:45,0,1,Doctor,Marble,18:59:00,2021-06-29,LA
2021-06-30 08:38:42,1,0,Bus,Moon,07:13:00,2021-06-30,JR
2021-06-30 08:39:14,0,1,Lime,Moon,07:22:00,2021-06-30,JR
2021-06-30 08:40:50,1,0,Lime,Motto,08:26:00,2021-06-30,JR
2021-06-30 08:41:22,0,1,Hospital,Motto,08:34:00,2021-06-30,JR
2021-06-30 08:42:03,1,0,Lime,Myao,08:35:00,2021-06-30,JR
2021-06-30 08:42:32,1,0,University,Motto,08:38:00,2021-06-30,JR
2021-06-30 08:45:25,0,1,Bus,Motto,08:44:00,2021-06-30,JR
2021-06-30 08:51:47,0,1,Bus,Myao,08:51:00,2021-06-30,JR
2021-06-30 11:25:54,1,0,University,Marble,11:25:00,2021-06-30,CM
2021-06-30 11:34:03,0,1,Bus,Marble,11:31:00,2021-06-30,JR
2021-06-30 11:59:18,1,0,Bus,Marble,11:59:00,2021-06-30,CM
2021-06-30 12:03:07,1,0,School,Myao,12:02:00,2021-06-30,CM
2021-06-30 12:12:07,0,1,University,Marble,12:11:00,2021-06-30,CM
2021-06-30 12:13:30,0,1,Bus,Myao,12:12:00,2021-06-30,CM
2021-06-30 15:35:07,1,0,Admin,Moon,15:34:00,2021-06-30,CM
2021-06-30 15:45:36,0,1,Doctor,Moon,15:45:00,2021-06-30,CM
2021-06-30 16:32:23,1,0,Hospital,Marble,16:30:00,2021-06-30,CM
2021-06-30 16:42:19,0,1,Bus,Marble,16:42:00,2021-06-30,CM
2021-07-01 10:21:28,1,0,Lime,Marble,10:18:00,2021-07-01,JP
2021-07-01 10:24:34,0,1,Parking,Marble,10:22:00,2021-07-01,JP
2021-07-01 10:59:10,2,0,School,Mette,10:53:00,2021-07-01,CM
2021-07-01 10:59:33,0,2,Bus,Mette,10:58:00,2021-07-01,CM
2021-07-01 11:39:23,1,0,Lime,Mette,11:39:00,2021-07-01,MT
2021-07-01 11:51:04,0,1,Bus,Mette,11:50:00,2021-07-01,MT
2021-07-01 11:56:19,2,0,Bus,Mette,11:55:00,2021-07-01,MT
2021-07-01 12:09:08,0,2,Doctor,Mette,12:08:00,2021-07-01,MT
2021-07-01 12:13:18,1,0,Bus,Moon,12:12:00,2021-07-01,MT
2021-07-01 12:29:14,0,1,Hospital,Moon,12:28:00,2021-07-01,MT
2021-07-01 13:15:14,1,0,School,Moon,13:14:00,2021-07-01,SC
2021-07-01 13:28:00,1,0,Hospital,Mette,13:27:00,2021-07-01,SC
2021-07-01 13:28:59,0,1,Bus,Moon,13:20:00,2021-07-01,SC
2021-07-01 13:35:37,0,1,Bus,Mette,13:35:00,2021-07-01,SC
2021-07-01 13:38:07,2,0,Bus,Mette,13:37:00,2021-07-01,SC
2021-07-01 14:02:54,0,2,Bus,Mette,14:02:00,2021-07-01,SC
2021-07-01 14:07:08,1,0,Admin,Mette,14:06:00,2021-07-01,SC
2021-07-01 14:13:21,0,1,Lime,Mette,14:12:00,2021-07-01,SC
2021-07-01 16:24:10,3,0,Admin,Motto,16:23:00,2021-07-01,JR
2021-07-01 16:31:29,0,2,Lime,Motto,16:30:00,2021-07-01,JR
2021-07-01 16:35:43,0,1,Doctor,Motto,16:35:00,2021-07-01,JR
2021-07-01 16:36:31,2,0,Admin,Moon,16:36:00,2021-07-01,JR
2021-07-01 17:04:35,0,2,Admin,Moon,17:04:00,2021-07-01,JR
2021-07-02 09:34:50,1,0,University,Marble,09:32:00,2021-07-02,CM
2021-07-02 09:39:31,0,1,Bus,Marble,09:39:00,2021-07-02,CM
2021-07-02 11:04:45,1,0,Doctor,Moon,11:03:00,2021-07-02,CM
2021-07-02 11:24:39,0,1,Lime,Moon,11:23:00,2021-07-02,CM
2021-07-02 13:08:16,2,0,Parking,Mette,13:06:00,2021-07-02,FL
2021-07-02 13:24:45,0,2,Bus,Mette,13:18:00,2021-07-02,FL
2021-07-02 13:58:50,2,0,Bus,Mette,13:57:00,2021-07-02,FL
2021-07-02 14:06:12,0,2,Lime,Mette,14:05:00,2021-07-02,FL
2021-07-02 14:49:34,2,0,Lime,Myao,14:48:00,2021-07-02,JR
2021-07-02 16:04:55,0,1,Doctor,Myao,14:56:00,2021-07-02,JR
2021-07-02 16:05:22,0,1,Bus,Myao,15:07:00,2021-07-02,JR
2021-07-02 17:01:47,1,0,Doctor,Myao,17:00:00,2021-07-02,JR
2021-07-02 17:11:16,0,1,Bus,Myao,17:07:00,2021-07-02,JR
2021-07-02 17:53:10,2,0,University,Motto,17:51:00,2021-07-02,SD
2021-07-02 18:19:42,0,2,University,Motto,18:19:00,2021-07-02,SD
2021-07-02 18:26:24,3,0,Bus,Motto,18:26:00,2021-07-02,SD
2021-07-02 18:39:00,0,3,Doctor,Motto,18:38:00,2021-07-02,SD
2021-07-02 18:53:20,1,0,Bus,Motto,18:52:00,2021-07-02,SD
2021-07-02 19:17:59,0,1,Bus,Motto,19:17:00,2021-07-02,JR
2021-07-06 07:53:20,1,0,Parking,Myao,07:50:00,2021-07-06,JW
2021-07-06 07:59:44,0,1,Bus,Marble,07:58:00,2021-07-06,JW
2021-07-06 12:07:42,2,0,Lime,Moon,12:07:00,2021-07-06,CM
2021-07-06 12:15:50,0,2,Hospital,Moon,12:15:00,2021-07-06,CM
2021-07-06 13:35:56,1,0,Bus,Motto,13:33:00,2021-07-06,FL
2021-07-06 13:53:25,0,1,School,Motto,13:50:00,2021-07-06,FL
2021-07-06 16:30:01,1,0,Parking,Marble,16:28:00,2021-07-06,VG
2021-07-06 16:44:28,0,1,Bus,Marble,16:43:00,2021-07-06,VG
2021-07-06 17:19:07,1,0,Lime,Motto,17:18:00,2021-07-06,VG
2021-07-06 17:34:15,0,1,Bus,Motto,17:32:00,2021-07-06,VG
2021-07-07 08:10:32,1,0,Doctor,Myao,08:07:00,2021-07-07,JW
2021-07-07 08:11:13,0,1,Hospital,Myao,08:09:00,2021-07-07,JW
2021-07-07 10:18:09,1,0,University,Myao,10:17:00,2021-07-07,CM
2021-07-07 10:25:34,0,1,Bus,Myao,10:22:00,2021-07-07,ED
2021-07-07 12:08:38,1,0,University,Moon,12:08:00,2021-07-07,CM
2021-07-07 12:17:38,0,1,Bus,Moon,12:17:00,2021-07-07,CM
2021-07-07 14:26:17,1,0,Hospital,Moon,14:25:00,2021-07-07,CM
2021-07-07 14:33:00,0,1,University,Moon,14:32:00,2021-07-07,CM
2021-07-07 17:35:24,2,0,Doctor,Myao,17:35:00,2021-07-07,VG
2021-07-07 17:45:15,0,2,School,Myao,17:44:00,2021-07-07,VG
2021-07-08 07:56:32,1,0,Admin,Moon,07:54:00,2021-07-08,MV
2021-07-08 08:05:20,0,1,Lime,Moon,08:00:00,2021-07-08,MV
2021-07-08 11:04:24,2,0,Parking,Marble,11:03:00,2021-07-08,CM
2021-07-08 11:31:09,0,2,Parking,Marble,11:29:00,2021-07-08,CM
2021-07-08 16:48:35,1,0,Bus,Marble,16:48:00,2021-07-08,VG
2021-07-08 17:05:15,0,1,Doctor,Marble,17:01:00,2021-07-08,VG
2021-07-08 17:19:10,1,0,School,Mette,17:18:00,2021-07-08,VG
2021-07-08 17:26:12,0,1,Bus,Mette,17:24:00,2021-07-08,VG
2021-07-08 18:57:31,1,0,Lime,Myao,18:44:00,2021-07-08,VG
2021-07-08 18:57:59,0,1,Bus,Myao,18:57:00,2021-07-08,VG
2021-07-09 07:25:26,1,0,Bus,Marble,07:24:00,2021-07-09,HI
2021-07-09 07:34:41,0,1,Lime,Marble,07:34:00,2021-07-09,HI
2021-07-09 12:18:28,1,0,Doctor,Moon,12:18:00,2021-07-09,CM
2021-07-09 12:35:00,0,1,Admin,Moon,12:34:00,2021-07-09,CM
2021-07-09 14:42:58,2,0,Doctor,Marble,14:42:00,2021-07-09,JR
2021-07-09 14:51:07,0,2,Bus,Marble,14:51:00,2021-07-09,JR
2021-07-09 14:54:48,2,0,Hospital,Marble,13:26:00,2021-07-09,JR
2021-07-09 14:55:42,0,2,Hospital,Marble,13:45:00,2021-07-09,JR
2021-07-09 17:18:45,2,0,Bus,Myao,17:18:00,2021-07-09,JR
2021-07-09 17:27:05,0,2,Doctor,Myao,17:26:00,2021-07-09,JR
2021-07-09 18:11:49,1,0,Hospital,Motto,18:09:00,2021-07-09,JR
2021-07-09 18:16:31,0,1,Bus,Motto,18:16:00,2021-07-09,JR
2021-07-09 18:42:15,2,0,Admin,Myao,18:36:00,2021-07-09,JR
2021-07-09 18:42:53,0,2,Bus,Myao,18:43:00,2021-07-09,JR
2021-07-09 18:43:20,1,0,Bus,Motto,18:42:00,2021-07-09,JR
2021-07-09 18:53:21,0,1,Doctor,Motto,18:52:00,2021-07-09,JR
2021-07-12 14:20:14,1,0,Lime,Myao,13:57:00,2021-07-12,MH
2021-07-12 14:21:58,0,1,University,Myao,14:08:00,2021-07-12,MH
2021-07-12 15:46:42,1,0,Doctor,Moon,15:21:00,2021-07-12,JR
2021-07-12 15:47:23,0,1,Doctor,Moon,15:43:00,2021-07-12,JR
2021-07-12 16:14:32,1,0,Admin,Moon,16:14:00,2021-07-12,JR
2021-07-12 16:24:09,0,1,Doctor,Moon,16:23:00,2021-07-12,JR
2021-07-12 17:08:45,1,0,Admin,Myao,17:07:00,2021-07-12,MV
2021-07-12 17:25:23,0,1,Bus,Myao,17:24:00,2021-07-12,JR
2021-07-12 17:45:44,1,0,Hospital,Moon,17:44:00,2021-07-12,JR
2021-07-12 17:54:38,0,1,Bus,Moon,17:52:00,2021-07-12,JR
2021-07-12 18:23:19,1,0,Bus,Moon,18:23:00,2021-07-12,JR
2021-07-12 18:26:36,0,1,Admin,Moon,18:26:00,2021-07-12,JR
2021-07-12 18:27:15,1,0,Lime,Marble,18:26:00,2021-07-12,JR
2021-07-12 18:37:35,0,1,Bus,Marble,18:37:00,2021-07-12,JR
2021-07-13 08:57:25,1,0,University,Marble,08:57:00,2021-07-13,VG
2021-07-13 09:04:00,0,1,Bus,Marble,09:03:00,2021-07-13,VG
2021-07-13 09:59:33,1,0,Dentist,Moon,09:57:00,2021-07-13,CM
2021-07-13 10:17:58,0,1,Bus,Moon,10:15:00,2021-07-13,CM
2021-07-13 11:24:48,1,0,Bus,Mette,11:24:00,2021-07-13,CM
2021-07-13 11:31:21,0,1,Doctor,Mette,11:31:00,2021-07-13,CM
2021-07-13 12:23:47,2,0,Bus,Myao,12:21:00,2021-07-13,JR
2021-07-13 12:29:59,0,2,Hospital,Myao,12:29:00,2021-07-13,JR
2021-07-13 14:33:26,1,0,Hospital,Marble,14:31:00,2021-07-13,VG
2021-07-13 14:42:25,0,1,Bus,Marble,14:42:00,2021-07-13,VG
2021-07-13 16:56:29,1,0,Admin,Motto,16:56:00,2021-07-13,JR
2021-07-13 17:05:27,0,1,Bus,Motto,17:05:00,2021-07-13,JR
2021-07-13 17:19:55,1,0,Parking,Myao,17:16:00,2021-07-13,JR
2021-07-13 17:20:32,0,1,Doctor,Myao,17:20:00,2021-07-13,JR
2021-07-13 17:59:22,1,0,Parking,Moon,17:58:00,2021-07-13,JR
2021-07-13 18:14:17,0,1,Bus,Moon,18:13:00,2021-07-13,JR
2021-07-13 18:16:47,1,0,Bus,Motto,18:16:00,2021-07-13,JR
2021-07-13 18:25:49,0,1,Bus,Motto,18:25:00,2021-07-13,JR
2021-07-13 18:38:59,1,0,Lime,Motto,18:38:00,2021-07-13,JR
2021-07-13 18:46:29,0,1,Bus,Motto,18:46:00,2021-07-13,JR
2021-07-14 09:10:03,0,1,Hospital,Motto,09:08:00,2021-07-14,JR
2021-07-14 09:28:03,1,0,Doctor,Marble,09:26:00,2021-07-14,JR
2021-07-14 09:29:29,1,0,Hospital,Motto,08:59:00,2021-07-14,JR
2021-07-14 09:31:28,3,0,Doctor,Motto,11:45:00,2021-07-13,VG
2021-07-14 09:32:00,0,3,Doctor,Motto,12:10:00,2021-07-13,VG
2021-07-14 09:32:44,0,1,School,Marble,09:32:00,2021-07-14,JR
2021-07-14 11:20:51,2,0,University,Marble,11:20:00,2021-07-14,JR
2021-07-14 11:29:13,3,0,University,Moon,11:24:00,2021-07-14,JR
2021-07-14 11:36:12,2,0,University,Motto,11:35:00,2021-07-14,JR
2021-07-14 11:53:52,0,2,University,Marble,11:51:00,2021-07-14,JR
2021-07-14 11:54:32,0,3,University,Moon,11:51:00,2021-07-14,JR
2021-07-14 11:56:25,0,2,University,Motto,11:52:00,2021-07-14,JR
